scenario,variant,m,n,scheme,baseline_outcome,baseline_total_happiness,baseline_mean_happiness,total_coalitions,max_coalition_size_changes_winner,fraction_coalitions_change_winner,avg_coalition_gain,total_responses,fraction_manip_with_response,avg_sequence_length,fraction_sequences_restore,total_options_under_uncertainty,avg_expected_gain,fraction_robust_options,avg_regret,total_multi_voter_scenarios,fraction_all_benefit,fraction_some_hurt,avg_happiness_change,nash_equilibria_count,time_seconds,note
sv_poll_11_large.abif,atva2,8,10,vote_for_two,2,40.0,4.0,0,0,0.0,0.0,419,0.5923076923076923,2.8461538461538463,0.46153846153846156,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5492189579999831,
sv_poll_11_large.abif,atva3,8,10,vote_for_two,2,40.0,4.0,0,0,0.0,0.0,0,0.0,0.0,0.0,9,0.9555555555555557,0.8888888888888888,0.06666666666666722,0,0.0,0.0,0.0,0,0.021254458000043996,
sv_poll_11_large.abif,atva4,8,10,vote_for_two,2,40.0,4.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,165165,0.002972784790966609,0.34401961674688947,0.8073623346350619,0,2.916285791000064,
sv_poll_11_large.abif,atva1,8,10,anti_plurality,3,39.0,3.9,36151,3,1.0,3.5038588144173053,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.5233561250000776,
sv_poll_11_large.abif,atva2,8,10,anti_plurality,3,39.0,3.9,0,0,0.0,0.0,1515,0.9230769230769231,4.6923076923076925,0.6230769230769231,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.4218551669999897,
sv_poll_11_large.abif,atva3,8,10,anti_plurality,3,39.0,3.9,0,0,0.0,0.0,0,0.0,0.0,0.0,17,1.7294117647058826,0.7058823529411765,0.35294117647058854,0,0.0,0.0,0.0,0,0.021366791999980705,
sv_poll_11_large.abif,atva4,8,10,anti_plurality,3,39.0,3.9,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,165165,0.040389913117185844,0.6662670662670662,-1.8878939242575605,0,2.9264259579999816,
sv_poll_11_large.abif,atva1,8,10,borda,7,48.0,4.8,16241,3,1.0,3.013114955975617,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.489867540999967,
sv_poll_11_large.abif,atva2,8,10,borda,7,48.0,4.8,0,0,0.0,0.0,940,0.823076923076923,4.1461538461538465,0.5538461538461539,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.47310699999991357,
sv_poll_11_large.abif,atva3,8,10,borda,7,48.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0.0,11,0.8363636363636366,0.18181818181818182,0.6181818181818183,0,0.0,0.0,0.0,0,0.021413209000002098,
sv_poll_11_large.abif,atva4,8,10,borda,7,48.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,165165,0.0032391850573668755,0.7521387703205885,-5.423842823842824,0,2.931527542000026,
sv_poll_14_large.abif,atva1,11,7,plurality,4,59.0,8.428571428571429,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.03679174999990664,
sv_poll_14_large.abif,atva2,11,7,plurality,4,59.0,8.428571428571429,0,0,0.0,0.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.029451624999978776,
sv_poll_14_large.abif,atva3,11,7,plurality,4,59.0,8.428571428571429,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.004881082999986575,
sv_poll_14_large.abif,atva4,11,7,plurality,4,59.0,8.428571428571429,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1134,0.0,0.0,0.0,0,0.017818499999975757,
sv_poll_14_large.abif,atva1,11,7,vote_for_two,4,59.0,8.428571428571429,121,3,1.0,1.5950413223140496,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.2373703339999338,
sv_poll_14_large.abif,atva2,11,7,vote_for_two,4,59.0,8.428571428571429,0,0,0.0,0.0,105,0.5446428571428571,2.1339285714285716,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.3641586669999697,
sv_poll_14_large.abif,atva3,11,7,vote_for_two,4,59.0,8.428571428571429,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.015527667000014844,
sv_poll_14_large.abif,atva4,11,7,vote_for_two,4,59.0,8.428571428571429,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,100156,0.0,0.3650305523383522,-6.218828627341347,0,1.5422734159999436,
sv_poll_14_large.abif,atva1,11,7,anti_plurality,0,49.0,7.0,15652,3,1.0,5.23383593151035,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.3553585419999763,
sv_poll_14_large.abif,atva2,11,7,anti_plurality,0,49.0,7.0,0,0,0.0,0.0,1770,0.9375,4.482142857142857,0.08928571428571429,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.30948620799995297,
sv_poll_14_large.abif,atva3,11,7,anti_plurality,0,49.0,7.0,0,0,0.0,0.0,0,0.0,0.0,0.0,18,2.3444444444444446,0.8333333333333334,0.06666666666666678,0,0.0,0.0,0.0,0,0.016057333999924595,
sv_poll_14_large.abif,atva4,11,7,anti_plurality,0,49.0,7.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,100156,0.05430528375733855,0.7034326450736851,-7.167548624146332,0,1.6063640830000168,
sv_poll_14_large.abif,atva1,11,7,borda,4,59.0,8.428571428571429,451,3,1.0,3.1441241685144123,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.2737405419999277,
sv_poll_14_large.abif,atva2,11,7,borda,4,59.0,8.428571428571429,0,0,0.0,0.0,163,0.49107142857142855,2.7142857142857144,0.8839285714285714,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.31720333300006587,
sv_poll_14_large.abif,atva3,11,7,borda,4,59.0,8.428571428571429,0,0,0.0,0.0,0,0.0,0.0,0.0,1,0.5999999999999988,0.0,0.5999999999999996,0,0.0,0.0,0.0,0,0.015426875000002838,
sv_poll_14_large.abif,atva4,11,7,borda,4,59.0,8.428571428571429,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,100156,1.9968848596189943e-05,0.35750229641758857,-5.828727185590479,0,1.5944391659999155,
sv_poll_16_large.abif,atva1,10,7,plurality,7,32.0,4.571428571428571,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.027065375000006497,
sv_poll_16_large.abif,atva2,10,7,plurality,7,32.0,4.571428571428571,0,0,0.0,0.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.028991750000045613,
sv_poll_16_large.abif,atva3,10,7,plurality,7,32.0,4.571428571428571,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.00477550000005067,
sv_poll_16_large.abif,atva4,10,7,plurality,7,32.0,4.571428571428571,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1134,0.0,0.0,0.0,0,0.01770445900001505,
sv_poll_16_large.abif,atva1,10,7,vote_for_two,2,41.0,5.857142857142857,2219,3,1.0,3.8661559260928344,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9789157500000556,
sv_poll_16_large.abif,atva2,10,7,vote_for_two,2,41.0,5.857142857142857,0,0,0.0,0.0,164,0.4,2.4761904761904763,0.6761904761904762,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.2672181660000206,
sv_poll_16_large.abif,atva3,10,7,vote_for_two,2,41.0,5.857142857142857,0,0,0.0,0.0,0,0.0,0.0,0.0,3,1.1333333333333333,0.0,1.7333333333333334,0,0.0,0.0,0.0,0,0.014083416000062243,
sv_poll_16_large.abif,atva4,10,7,vote_for_two,2,41.0,5.857142857142857,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,80444,0.001267962806424345,0.32009845358261646,-1.1947938938889164,0,1.245424416999981,
sv_poll_16_large.abif,atva1,10,7,anti_plurality,0,37.0,5.285714285714286,28970,3,1.0,5.095132896099413,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0621091669999032,
sv_poll_16_large.abif,atva2,10,7,anti_plurality,0,37.0,5.285714285714286,0,0,0.0,0.0,1560,0.9333333333333333,4.714285714285714,0.6952380952380952,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.2666135829999803,
sv_poll_16_large.abif,atva3,10,7,anti_plurality,0,37.0,5.285714285714286,0,0,0.0,0.0,0,0.0,0.0,0.0,21,3.0666666666666664,0.9047619047619048,0.08571428571428606,0,0.0,0.0,0.0,0,0.014482250000014574,
sv_poll_16_large.abif,atva4,10,7,anti_plurality,0,37.0,5.285714285714286,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,80444,0.0561011386803242,0.6548779275023618,0.4414375217542638,0,1.268025249999937,
sv_poll_16_large.abif,atva1,10,7,borda,4,47.0,6.714285714285714,5434,3,1.0,1.841185130658815,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0009717079999518,
sv_poll_16_large.abif,atva2,10,7,borda,4,47.0,6.714285714285714,0,0,0.0,0.0,615,0.9047619047619048,4.504761904761905,0.6952380952380952,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.2753992919999746,
sv_poll_16_large.abif,atva3,10,7,borda,4,47.0,6.714285714285714,0,0,0.0,0.0,0,0.0,0.0,0.0,8,0.8749999999999994,0.625,0.17500000000000027,0,0.0,0.0,0.0,0,0.014221958999996787,
sv_poll_16_large.abif,atva4,10,7,borda,4,47.0,6.714285714285714,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,80444,0.010330167569986575,0.7776216995674009,-6.598540599671821,0,1.249208332999956,
sv_poll_1_small.abif,atva1,5,7,plurality,1,16.0,2.2857142857142856,414,3,1.0,2.5434782608695654,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.022146499999962543,
sv_poll_1_small.abif,atva2,5,7,plurality,1,16.0,2.2857142857142856,0,0,0.0,0.0,50,0.2857142857142857,1.2857142857142858,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.02415512499999295,
sv_poll_1_small.abif,atva3,5,7,plurality,1,16.0,2.2857142857142856,0,0,0.0,0.0,0,0.0,0.0,0.0,5,0.8,0.0,0.3999999999999999,0,0.0,0.0,0.0,0,0.003745957999967686,
sv_poll_1_small.abif,atva4,5,7,plurality,1,16.0,2.2857142857142856,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1134,0.03968253968253968,0.9523809523809523,-0.9920634920634921,0,0.014714207999986684,
sv_poll_1_small.abif,atva1,5,7,vote_for_two,1,16.0,2.2857142857142856,1299,3,1.0,2.4911470361816783,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.19570166700009395,
sv_poll_1_small.abif,atva2,5,7,vote_for_two,1,16.0,2.2857142857142856,0,0,0.0,0.0,78,0.21428571428571427,1.5714285714285714,0.5142857142857142,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.09873587499998848,
sv_poll_1_small.abif,atva3,5,7,vote_for_two,1,16.0,2.2857142857142856,0,0,0.0,0.0,0,0.0,0.0,0.0,1,0.3999999999999999,0.0,0.3999999999999999,0,0.0,0.0,0.0,0,0.007654833000060535,
sv_poll_1_small.abif,atva4,5,7,vote_for_two,1,16.0,2.2857142857142856,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,19264,0.0012977574750830565,0.6555751661129569,-1.5345722591362125,0,0.2504877089999127,
sv_poll_1_small.abif,atva1,5,7,anti_plurality,1,16.0,2.2857142857142856,3066,3,1.0,2.6320939334637963,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.19991129200002433,
sv_poll_1_small.abif,atva2,5,7,anti_plurality,1,16.0,2.2857142857142856,0,0,0.0,0.0,267,0.8142857142857143,4.142857142857143,0.3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0999562080000942,
sv_poll_1_small.abif,atva3,5,7,anti_plurality,1,16.0,2.2857142857142856,0,0,0.0,0.0,0,0.0,0.0,0.0,11,1.2,0.7272727272727273,0.19999999999999993,0,0.0,0.0,0.0,0,0.007527583000069171,
sv_poll_1_small.abif,atva4,5,7,anti_plurality,1,16.0,2.2857142857142856,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,19264,0.01650747508305648,0.694092607973422,-1.2677014119601329,0,0.2535480419999203,
sv_poll_1_small.abif,atva1,5,7,borda,1,16.0,2.2857142857142856,3272,3,1.0,2.426955990220049,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.21523658400008117,
sv_poll_1_small.abif,atva2,5,7,borda,1,16.0,2.2857142857142856,0,0,0.0,0.0,261,0.7714285714285715,3.7714285714285714,0.34285714285714286,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.09930837500007783,
sv_poll_1_small.abif,atva3,5,7,borda,1,16.0,2.2857142857142856,0,0,0.0,0.0,0,0.0,0.0,0.0,9,1.0222222222222224,0.5555555555555556,0.13333333333333333,0,0.0,0.0,0.0,0,0.0076034579999486596,
sv_poll_1_small.abif,atva4,5,7,borda,1,16.0,2.2857142857142856,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,19264,0.013911960132890365,0.7934489202657807,-1.0851848006644518,0,0.25786475000006703,
sv_poll_2_medium.abif,atva1,8,19,plurality,2,83.0,4.368421052631579,10593,3,1.0,4.51231945624469,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6795142910000322,
sv_poll_2_medium.abif,atva2,8,19,plurality,2,83.0,4.368421052631579,0,0,0.0,0.0,500,0.21052631578947367,1.2105263157894737,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.42448224999998274,
sv_poll_2_medium.abif,atva3,8,19,plurality,2,83.0,4.368421052631579,0,0,0.0,0.0,0,0.0,0.0,0.0,25,0.84,0.4,0.31999999999999995,0,0.0,0.0,0.0,0,0.025082542000063768,
sv_poll_2_medium.abif,atva4,8,19,plurality,2,83.0,4.368421052631579,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,27702,0.08771929824561403,0.9064327485380117,-7.953216374269005,0,0.7575769170000513,
sv_poll_2_medium.abif,atva1,8,19,vote_for_two,1,82.0,4.315789473684211,170388,3,1.0,3.005516820433364,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,31.21038595899995,
sv_poll_2_medium.abif,atva2,8,19,vote_for_two,1,82.0,4.315789473684211,0,0,0.0,0.0,3430,0.8744939271255061,4.234817813765182,0.631578947368421,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.2937203339999996,
sv_poll_2_medium.abif,atva3,8,19,vote_for_two,1,82.0,4.315789473684211,0,0,0.0,0.0,0,0.0,0.0,0.0,15,1.0933333333333335,0.2,0.23999999999999985,0,0.0,0.0,0.0,0,0.06572708299995611,
sv_poll_2_medium.abif,atva4,8,19,vote_for_two,1,82.0,4.315789473684211,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1310430,0.021173202689193624,0.675537037460986,-3.1955724456857673,0,36.787521416999994,
sv_poll_2_medium.abif,atva1,8,19,anti_plurality,0,75.0,3.9473684210526314,48630,3,1.0,4.428932757557064,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,31.815175666000073,
sv_poll_2_medium.abif,atva2,8,19,anti_plurality,0,75.0,3.9473684210526314,0,0,0.0,0.0,623,0.25101214574898784,2.0040485829959516,0.9919028340080972,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.706448249999994,
sv_poll_2_medium.abif,atva3,8,19,anti_plurality,0,75.0,3.9473684210526314,0,0,0.0,0.0,0,0.0,0.0,0.0,22,0.5636363636363637,0.13636363636363635,0.5454545454545457,0,0.0,0.0,0.0,0,0.0662153750000698,
sv_poll_2_medium.abif,atva4,8,19,anti_plurality,0,75.0,3.9473684210526314,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1310430,0.004973939851804369,0.11451050418564898,0.20383004052105033,0,36.08702483299999,
sv_poll_2_medium.abif,atva1,8,19,borda,2,83.0,4.368421052631579,155140,3,1.0,3.252803919040866,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,31.471047666000004,
sv_poll_2_medium.abif,atva2,8,19,borda,2,83.0,4.368421052631579,0,0,0.0,0.0,4202,0.8502024291497976,4.40080971659919,0.4493927125506073,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.326069332999964,
sv_poll_2_medium.abif,atva3,8,19,borda,2,83.0,4.368421052631579,0,0,0.0,0.0,0,0.0,0.0,0.0,22,0.8454545454545457,0.5909090909090909,0.25454545454545485,0,0.0,0.0,0.0,0,0.06287087500004418,
sv_poll_2_medium.abif,atva4,8,19,borda,2,83.0,4.368421052631579,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1310430,0.020218554215028654,0.6695130605984295,-3.5066779606693985,0,35.710021707999886,
sv_poll_3_small.abif,atva1,4,3,plurality,1,3.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.23585266600002797,
sv_poll_3_small.abif,atva2,4,3,plurality,1,3.0,1.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0024317500001416192,
sv_poll_3_small.abif,atva3,4,3,plurality,1,3.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0010222910000265983,
sv_poll_3_small.abif,atva4,4,3,plurality,1,3.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,54,0.0,0.0,0.0,0,0.0005342920001112361,
sv_poll_3_small.abif,atva1,4,3,vote_for_two,2,7.0,2.3333333333333335,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.003193915999872843,
sv_poll_3_small.abif,atva2,4,3,vote_for_two,2,7.0,2.3333333333333335,0,0,0.0,0.0,35,0.5925925925925926,1.8518518518518519,0.25925925925925924,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.008115874999930384,
sv_poll_3_small.abif,atva3,4,3,vote_for_two,2,7.0,2.3333333333333335,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0018056670000987651,
sv_poll_3_small.abif,atva4,4,3,vote_for_two,2,7.0,2.3333333333333335,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,490,0.0,0.8,-3.053061224489796,0,0.004524958000047263,
sv_poll_3_small.abif,atva1,4,3,anti_plurality,0,3.0,1.0,145,3,1.0,2.9310344827586206,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0034518340000886383,
sv_poll_3_small.abif,atva2,4,3,anti_plurality,0,3.0,1.0,0,0,0.0,0.0,61,0.7037037037037037,1.7777777777777777,0.18518518518518517,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.007726416999958019,
sv_poll_3_small.abif,atva3,4,3,anti_plurality,0,3.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,9,1.0444444444444447,0.7777777777777778,0.08888888888888902,0,0.0,0.0,0.0,0,0.0018475840001883626,
sv_poll_3_small.abif,atva4,4,3,anti_plurality,0,3.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,490,0.20408163265306123,0.40408163265306124,1.0,0,0.004509583000071871,
sv_poll_3_small.abif,atva1,4,3,borda,2,7.0,2.3333333333333335,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0032885830000850547,
sv_poll_3_small.abif,atva2,4,3,borda,2,7.0,2.3333333333333335,0,0,0.0,0.0,33,0.6296296296296297,2.074074074074074,0.2962962962962963,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.008347375000084867,
sv_poll_3_small.abif,atva3,4,3,borda,2,7.0,2.3333333333333335,0,0,0.0,0.0,0,0.0,0.0,0.0,1,0.19999999999999973,0.0,0.19999999999999973,0,0.0,0.0,0.0,0,0.0018413749999126594,
sv_poll_3_small.abif,atva4,4,3,borda,2,7.0,2.3333333333333335,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,490,0.0,0.8142857142857143,-3.048979591836735,0,0.004471167000019705,
sv_poll_7_medium.abif,atva1,7,14,plurality,2,58.0,4.142857142857143,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.19055895800011058,
sv_poll_7_medium.abif,atva2,7,14,plurality,2,58.0,4.142857142857143,0,0,0.0,0.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.16564441599985003,
sv_poll_7_medium.abif,atva3,7,14,plurality,2,58.0,4.142857142857143,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.013295833000029234,
sv_poll_7_medium.abif,atva4,7,14,plurality,2,58.0,4.142857142857143,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,10647,0.0,0.0507185122569738,-1.521555367709214,0,0.22220158300001458,
sv_poll_7_medium.abif,atva1,7,14,vote_for_two,2,58.0,4.142857142857143,3213,3,1.0,1.9660753190164955,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.545741207999981,
sv_poll_7_medium.abif,atva2,7,14,vote_for_two,2,58.0,4.142857142857143,0,0,0.0,0.0,138,0.4166666666666667,2.630952380952381,0.9523809523809523,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9550096660000236,
