scenario,variant,m,n,scheme,baseline_outcome,baseline_total_happiness,baseline_mean_happiness,total_coalitions,max_coalition_size_changes_winner,fraction_coalitions_change_winner,avg_coalition_gain,total_responses,fraction_manip_with_response,avg_sequence_length,fraction_sequences_restore,total_options_under_uncertainty,avg_expected_gain,fraction_robust_options,avg_regret,total_multi_voter_scenarios,fraction_all_benefit,fraction_some_hurt,avg_happiness_change,nash_equilibria_count,time_seconds,note
sv_poll_3_small.abif,atva3,4,3,borda,2,7.0,2.3333333333333335,0,0,0.0,0.0,0,0.0,0.0,0.0,2,0.20000000000000018,0.0,0.20000000000000018,0,0.0,0.0,0.0,0,0.0020945829999163834,
sv_poll_3_small.abif,atva4,4,3,borda,2,7.0,2.3333333333333335,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,490,0.0,0.8142857142857143,-3.048979591836735,0,0.004705166999883659,
sv_poll_7_medium.abif,atva1,7,14,plurality,2,58.0,4.142857142857143,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.1933657500001118,
sv_poll_7_medium.abif,atva2,7,14,plurality,2,58.0,4.142857142857143,0,0,0.0,0.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.16905212500000744,
sv_poll_7_medium.abif,atva3,7,14,plurality,2,58.0,4.142857142857143,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.013673166999979003,
sv_poll_7_medium.abif,atva4,7,14,plurality,2,58.0,4.142857142857143,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,10647,0.0,0.0507185122569738,-1.521555367709214,0,0.22523979099992175,
sv_poll_7_medium.abif,atva1,7,14,vote_for_two,2,58.0,4.142857142857143,3213,3,0.2703296703296703,3.2439024390243905,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.6133264590000636,
sv_poll_7_medium.abif,atva2,7,14,vote_for_two,2,58.0,4.142857142857143,0,0,0.0,0.0,138,0.4166666666666667,2.630952380952381,0.9523809523809523,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9624134999999114,
sv_poll_7_medium.abif,atva3,7,14,vote_for_two,2,58.0,4.142857142857143,0,0,0.0,0.0,0,0.0,0.0,0.0,2,0.40000000000000013,0.0,0.6000000000000005,0,0.0,0.0,0.0,0,0.03251375000013468,
sv_poll_7_medium.abif,atva4,7,14,vote_for_two,2,58.0,4.142857142857143,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,373100,1.3401232913428035e-05,0.3055990351112302,-2.4750415438220315,0,8.219063916999858,
sv_poll_7_medium.abif,atva1,7,14,anti_plurality,4,49.0,3.5,65925,3,0.8021978021978022,4.873972602739726,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.881765416999997,
sv_poll_7_medium.abif,atva2,7,14,anti_plurality,4,49.0,3.5,0,0,0.0,0.0,2723,0.9166666666666666,4.666666666666667,0.31547619047619047,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7850622089999888,
sv_poll_7_medium.abif,atva3,7,14,anti_plurality,4,49.0,3.5,0,0,0.0,0.0,0,0.0,0.0,0.0,27,1.5555555555555558,0.2962962962962963,0.39259259259259266,0,0.0,0.0,0.0,0,0.032604540999955134,
sv_poll_7_medium.abif,atva4,7,14,anti_plurality,4,49.0,3.5,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,373100,0.03140712945590994,0.5195497185741088,-2.088220316269097,0,8.346738791000007,
sv_poll_7_medium.abif,atva1,7,14,borda,2,58.0,4.142857142857143,13216,3,0.4857142857142857,3.7782805429864252,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.70492270800014,
sv_poll_7_medium.abif,atva2,7,14,borda,2,58.0,4.142857142857143,0,0,0.0,0.0,706,0.5595238095238095,3.238095238095238,0.8809523809523809,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9147371660001227,
sv_poll_7_medium.abif,atva3,7,14,borda,2,58.0,4.142857142857143,0,0,0.0,0.0,0,0.0,0.0,0.0,4,0.35000000000000003,0.0,0.35000000000000014,0,0.0,0.0,0.0,0,0.03260058399996524,
sv_poll_7_medium.abif,atva4,7,14,borda,2,58.0,4.142857142857143,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,373100,0.00035915304207987135,0.49644063253819354,-4.2010908603591535,0,8.209803957999839,
sv_poll_9_medium.abif,atva1,7,13,plurality,6,41.0,3.1538461538461537,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.20751724999990984,
sv_poll_9_medium.abif,atva2,7,13,plurality,6,41.0,3.1538461538461537,0,0,0.0,0.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.14146216599988293,
sv_poll_9_medium.abif,atva3,7,13,plurality,6,41.0,3.1538461538461537,0,0,0.0,0.0,0,0.0,0.0,0.0,5,0.20000000000000018,0.0,0.0,0,0.0,0.0,0.0,0,0.012813124999865977,
sv_poll_9_medium.abif,atva4,7,13,plurality,6,41.0,3.1538461538461537,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8424,0.0,0.0,0.0,0,0.17130999999994856,
sv_poll_9_medium.abif,atva1,7,13,vote_for_two,3,49.0,3.769230769230769,13886,3,0.45054945054945056,2.774390243902439,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,5.006944041999986,
sv_poll_9_medium.abif,atva2,7,13,vote_for_two,3,49.0,3.769230769230769,0,0,0.0,0.0,366,0.48717948717948717,2.269230769230769,0.7051282051282052,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.93690837500003,
sv_poll_9_medium.abif,atva3,7,13,vote_for_two,3,49.0,3.769230769230769,0,0,0.0,0.0,0,0.0,0.0,0.0,3,0.3333333333333333,0.0,0.06666666666666703,0,0.0,0.0,0.0,0,0.028495791000068493,
sv_poll_9_medium.abif,atva4,7,13,vote_for_two,3,49.0,3.769230769230769,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,293800,0.0001259360108917631,0.5122430224642615,-2.8254935330156568,0,6.2653979159999835,
sv_poll_9_medium.abif,atva1,7,13,anti_plurality,3,49.0,3.769230769230769,24536,3,0.5961538461538461,4.064516129032258,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.96376612500012,
sv_poll_9_medium.abif,atva2,7,13,anti_plurality,3,49.0,3.769230769230769,0,0,0.0,0.0,2061,0.9038461538461539,4.615384615384615,0.4423076923076923,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6348739590000605,
sv_poll_9_medium.abif,atva3,7,13,anti_plurality,3,49.0,3.769230769230769,0,0,0.0,0.0,0,0.0,0.0,0.0,26,0.7846153846153847,0.2692307692307692,0.44615384615384623,0,0.0,0.0,0.0,0,0.03994562500020038,
sv_poll_9_medium.abif,atva4,7,13,anti_plurality,3,49.0,3.769230769230769,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,293800,0.012773995915588835,0.5827978216473791,-7.688301565690947,0,6.046512041999904,
sv_poll_9_medium.abif,atva1,7,13,borda,3,49.0,3.769230769230769,23828,3,0.5934065934065934,3.8287037037037037,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,5.233697916999972,
sv_poll_9_medium.abif,atva2,7,13,borda,3,49.0,3.769230769230769,0,0,0.0,0.0,1132,0.7371794871794872,3.9358974358974357,0.5961538461538461,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7609312919998956,
sv_poll_9_medium.abif,atva3,7,13,borda,3,49.0,3.769230769230769,0,0,0.0,0.0,0,0.0,0.0,0.0,9,0.6666666666666665,0.1111111111111111,0.46666666666666656,0,0.0,0.0,0.0,0,0.02851245800002289,
sv_poll_9_medium.abif,atva4,7,13,borda,3,49.0,3.769230769230769,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,293800,0.003430905377808033,0.6511300204220558,-4.037702518720218,0,6.125402166999947,
