scenario,variant,m,n,scheme,baseline_outcome,baseline_total_happiness,baseline_mean_happiness,total_coalitions,max_coalition_size_changes_winner,fraction_coalitions_change_winner,avg_coalition_gain,total_responses,fraction_manip_with_response,avg_sequence_length,fraction_sequences_restore,total_options_under_uncertainty,avg_expected_gain,fraction_robust_options,avg_regret,total_multi_voter_scenarios,fraction_all_benefit,fraction_some_hurt,avg_happiness_change,nash_equilibria_count,time_seconds,note
sv_poll_11_large.abif,atva3,8,10,plurality,4,44.0,4.4,0,0,0.0,0.0,0,0.0,0.0,0.0,5,0.8,0.2,0.5999999999999999,0,0.0,0.0,0.0,0,0.028895999945234507,
sv_poll_11_large.abif,atva4,8,10,plurality,4,44.0,4.4,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,405,0.03209876543209877,0.4444444444444444,-2.241975308641975,0,0.031159300007857382,
sv_poll_11_large.abif,atva1,8,10,vote_for_two,2,40.0,4.0,12,2,1.0,2.0833333333333335,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.030771100020501763,
sv_poll_11_large.abif,atva2,8,10,vote_for_two,2,40.0,4.0,0,0,0.0,0.0,767,0.6125,1.8666666666666667,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.3716590999974869,
sv_poll_11_large.abif,atva3,8,10,vote_for_two,2,40.0,4.0,0,0,0.0,0.0,0,0.0,0.0,0.0,12,0.9444444444444443,0.3333333333333333,0.41666666666666713,0,0.0,0.0,0.0,0,0.027415999968070537,
sv_poll_11_large.abif,atva4,8,10,vote_for_two,2,40.0,4.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,405,0.0024691358024691358,0.2641975308641975,-0.056790123456790124,0,0.030344300030265003,
sv_poll_11_large.abif,atva1,8,10,anti_plurality,3,39.0,3.9,45,2,1.0,1.2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.02698470000177622,
sv_poll_11_large.abif,atva2,8,10,anti_plurality,3,39.0,3.9,0,0,0.0,0.0,0,0.0,1.0,0.8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5080573000013828,
sv_poll_11_large.abif,atva3,8,10,anti_plurality,3,39.0,3.9,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.044220899988431484,
sv_poll_11_large.abif,atva4,8,10,anti_plurality,3,39.0,3.9,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,405,0.0,0.37777777777777777,-1.8222222222222222,0,0.037313400011043996,
sv_poll_11_large.abif,atva1,8,10,borda,7,48.0,4.8,86,2,1.0,3.127906976744186,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.03726429998641834,
sv_poll_11_large.abif,atva2,8,10,borda,7,48.0,4.8,0,0,0.0,0.0,152,0.4625,1.8,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5797619000077248,
sv_poll_11_large.abif,atva3,8,10,borda,7,48.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0.0,2,1.8333333333333326,0.5,0.1666666666666674,0,0.0,0.0,0.0,0,0.03588119999039918,
sv_poll_11_large.abif,atva4,8,10,borda,7,48.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,405,0.02962962962962963,0.9604938271604938,-5.970370370370371,0,0.030216599989216775,
sv_poll_14_large.abif,atva1,11,7,plurality,4,59.0,8.428571428571429,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.014367000025231391,
sv_poll_14_large.abif,atva2,11,7,plurality,4,59.0,8.428571428571429,0,0,0.0,0.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.3157445000251755,
sv_poll_14_large.abif,atva3,11,7,plurality,4,59.0,8.428571428571429,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.02549400000134483,
sv_poll_14_large.abif,atva4,11,7,plurality,4,59.0,8.428571428571429,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,189,0.0,0.0,0.0,0,0.014803599973674864,
sv_poll_14_large.abif,atva1,11,7,vote_for_two,4,59.0,8.428571428571429,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.014060300018172711,
sv_poll_14_large.abif,atva2,11,7,vote_for_two,4,59.0,8.428571428571429,0,0,0.0,0.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.2924170999904163,
sv_poll_14_large.abif,atva3,11,7,vote_for_two,4,59.0,8.428571428571429,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.024390699982177466,
sv_poll_14_large.abif,atva4,11,7,vote_for_two,4,59.0,8.428571428571429,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,189,0.0,0.021164021164021163,-0.42328042328042326,0,0.008207899983972311,
sv_poll_14_large.abif,atva1,11,7,anti_plurality,0,49.0,7.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.009258300007786602,
sv_poll_14_large.abif,atva2,11,7,anti_plurality,0,49.0,7.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.30623089999426156,
sv_poll_14_large.abif,atva3,11,7,anti_plurality,0,49.0,7.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.024250100017525256,
sv_poll_14_large.abif,atva4,11,7,anti_plurality,0,49.0,7.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,189,0.0,0.0,0.0,0,0.013391900050919503,
sv_poll_14_large.abif,atva1,11,7,borda,4,59.0,8.428571428571429,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.013668100000359118,
sv_poll_14_large.abif,atva2,11,7,borda,4,59.0,8.428571428571429,0,0,0.0,0.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.41247300000395626,
sv_poll_14_large.abif,atva3,11,7,borda,4,59.0,8.428571428571429,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.020759499981068075,
sv_poll_14_large.abif,atva4,11,7,borda,4,59.0,8.428571428571429,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,189,0.0,0.0,0.0,0,0.013068200030829757,
sv_poll_16_large.abif,atva1,10,7,plurality,7,32.0,4.571428571428571,25,2,1.0,3.08,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.012417200021445751,
sv_poll_16_large.abif,atva2,10,7,plurality,7,32.0,4.571428571428571,0,0,0.0,0.0,236,0.4714285714285714,1.9523809523809523,0.6666666666666666,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.24875849997624755,
sv_poll_16_large.abif,atva3,10,7,plurality,7,32.0,4.571428571428571,0,0,0.0,0.0,0,0.0,0.0,0.0,2,1.1666666666666665,1.0,0.16666666666666652,0,0.0,0.0,0.0,0,0.017101300007198006,
sv_poll_16_large.abif,atva4,10,7,plurality,7,32.0,4.571428571428571,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,189,0.005291005291005291,0.328042328042328,1.492063492063492,0,0.01130019995616749,
sv_poll_16_large.abif,atva1,10,7,vote_for_two,2,41.0,5.857142857142857,7,2,1.0,2.7142857142857144,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.011942100012674928,
sv_poll_16_large.abif,atva2,10,7,vote_for_two,2,41.0,5.857142857142857,0,0,0.0,0.0,1109,0.6571428571428571,1.380952380952381,0.5714285714285714,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.22947530000237748,
sv_poll_16_large.abif,atva3,10,7,vote_for_two,2,41.0,5.857142857142857,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.014979999978095293,
sv_poll_16_large.abif,atva4,10,7,vote_for_two,2,41.0,5.857142857142857,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,189,0.031746031746031744,0.20634920634920634,-2.142857142857143,0,0.012819099996704608,
sv_poll_16_large.abif,atva1,10,7,anti_plurality,0,37.0,5.285714285714286,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.008857599983457476,
sv_poll_16_large.abif,atva2,10,7,anti_plurality,0,37.0,5.285714285714286,0,0,0.0,0.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.2297031000489369,
sv_poll_16_large.abif,atva3,10,7,anti_plurality,0,37.0,5.285714285714286,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.014660199987702072,
sv_poll_16_large.abif,atva4,10,7,anti_plurality,0,37.0,5.285714285714286,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,189,0.0,0.0,0.0,0,0.01178760000038892,
sv_poll_16_large.abif,atva1,10,7,borda,4,47.0,6.714285714285714,7,2,1.0,2.142857142857143,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.010780600016005337,
sv_poll_16_large.abif,atva2,10,7,borda,4,47.0,6.714285714285714,0,0,0.0,0.0,153,0.5857142857142857,2.9523809523809526,0.19047619047619047,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.25600540003506467,
sv_poll_16_large.abif,atva3,10,7,borda,4,47.0,6.714285714285714,0,0,0.0,0.0,0,0.0,0.0,0.0,3,0.777777777777778,1.0,0.22222222222222263,0,0.0,0.0,0.0,0,0.023326000024098903,
sv_poll_16_large.abif,atva4,10,7,borda,4,47.0,6.714285714285714,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,189,0.005291005291005291,0.8835978835978836,-6.201058201058201,0,0.011989999969955534,
sv_poll_1_small.abif,atva1,5,7,plurality,1,16.0,2.2857142857142856,29,2,1.0,1.9655172413793103,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.00946739997016266,
sv_poll_1_small.abif,atva2,5,7,plurality,1,16.0,2.2857142857142856,0,0,0.0,0.0,64,0.7428571428571429,2.761904761904762,0.47619047619047616,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.06864519999362528,
sv_poll_1_small.abif,atva3,5,7,plurality,1,16.0,2.2857142857142856,0,0,0.0,0.0,0,0.0,0.0,0.0,4,1.0,0.5,0.3333333333333333,0,0.0,0.0,0.0,0,0.00911490002181381,
sv_poll_1_small.abif,atva4,5,7,plurality,1,16.0,2.2857142857142856,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,189,0.037037037037037035,0.7407407407407407,-1.1111111111111112,0,0.006215700006578118,
sv_poll_1_small.abif,atva1,5,7,vote_for_two,1,16.0,2.2857142857142856,29,2,1.0,1.4137931034482758,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.006370300019625574,
sv_poll_1_small.abif,atva2,5,7,vote_for_two,1,16.0,2.2857142857142856,0,0,0.0,0.0,47,0.2857142857142857,1.3333333333333333,0.3333333333333333,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.07794460002332926,
sv_poll_1_small.abif,atva3,5,7,vote_for_two,1,16.0,2.2857142857142856,0,0,0.0,0.0,0,0.0,0.0,0.0,1,0.33333333333333326,0.0,0.6666666666666665,0,0.0,0.0,0.0,0,0.011796800012234598,
sv_poll_1_small.abif,atva4,5,7,vote_for_two,1,16.0,2.2857142857142856,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,189,0.015873015873015872,0.783068783068783,-1.1375661375661377,0,0.009768399992026389,
sv_poll_1_small.abif,atva1,5,7,anti_plurality,1,16.0,2.2857142857142856,9,2,1.0,2.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.008815200009848922,
sv_poll_1_small.abif,atva2,5,7,anti_plurality,1,16.0,2.2857142857142856,0,0,0.0,0.0,9,0.2571428571428571,1.2857142857142858,0.2857142857142857,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.062145400035660714,
sv_poll_1_small.abif,atva3,5,7,anti_plurality,1,16.0,2.2857142857142856,0,0,0.0,0.0,0,0.0,0.0,0.0,2,0.8333333333333334,0.0,0.9999999999999999,0,0.0,0.0,0.0,0,0.011100500007160008,
sv_poll_1_small.abif,atva4,5,7,anti_plurality,1,16.0,2.2857142857142856,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,189,0.0,0.5714285714285714,-0.6190476190476191,0,0.01048680004896596,
sv_poll_1_small.abif,atva1,5,7,borda,1,16.0,2.2857142857142856,44,2,1.0,1.7727272727272727,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.011167099990416318,
sv_poll_1_small.abif,atva2,5,7,borda,1,16.0,2.2857142857142856,0,0,0.0,0.0,24,0.37142857142857144,2.142857142857143,0.047619047619047616,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.08458570000948384,
sv_poll_1_small.abif,atva3,5,7,borda,1,16.0,2.2857142857142856,0,0,0.0,0.0,0,0.0,0.0,0.0,3,0.4444444444444445,0.6666666666666666,0.11111111111111116,0,0.0,0.0,0.0,0,0.009455099992919713,
sv_poll_1_small.abif,atva4,5,7,borda,1,16.0,2.2857142857142856,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,189,0.06349206349206349,0.8941798941798942,-0.9365079365079365,0,0.012256700021680444,
